term,left_bin,left_perc,right_bin,right_perc
confirmation,1.0,0.006,1.0,0.002
climate,1.0,0.006,1.0,0.005
ceremony,1.0,0.006,1.0,0.005
ceo,1.0,0.006,1.0,0.003
canadian,1.0,0.006,1.0,0.002
california,1.0,0.006,1.0,0.013999999999999999
bardot,1.0,0.006,0.0,0.0
aziz,1.0,0.006,1.0,0.002
asia,1.0,0.006,1.0,0.009000000000000001
amy,1.0,0.006,0.0,0.0
who've,1.0,0.005,1.0,0.003
warren,1.0,0.005,1.0,0.002
surge,1.0,0.005,0.0,0.0
speier,1.0,0.005,0.0,0.0
skeptical,1.0,0.005,0.0,0.0
ruth,1.0,0.005,0.0,0.0
rapist,1.0,0.005,0.0,0.0
politically,1.0,0.005,0.0,0.0
polanski,1.0,0.005,1.0,0.003
pervasive,1.0,0.005,0.0,0.0
participates,1.0,0.005,0.0,0.0
organizing,1.0,0.005,0.0,0.0
opinion,1.0,0.005,1.0,0.002
obama,1.0,0.005,1.0,0.002
mogul,1.0,0.005,1.0,0.011000000000000001
mocked,1.0,0.005,0.0,0.0
midst,1.0,0.005,1.0,0.002
michael,1.0,0.005,1.0,0.003
matt,1.0,0.005,1.0,0.008
margins,1.0,0.005,0.0,0.0
lewinsky,1.0,0.005,1.0,0.008
legislatures,1.0,0.005,0.0,0.0
leader,1.0,0.005,1.0,0.01
lawsuit,1.0,0.005,1.0,0.006999999999999999
lawmakers,1.0,0.005,0.0,0.0
lauer,1.0,0.005,1.0,0.009000000000000001
jokes,1.0,0.005,1.0,0.002
john,1.0,0.005,1.0,0.005
jimmy,1.0,0.005,1.0,0.005
inclusive,1.0,0.005,0.0,0.0
flood,1.0,0.005,0.0,0.0
facebook,1.0,0.005,1.0,0.006
exposing,1.0,0.005,0.0,0.0
emerge,1.0,0.005,0.0,0.0
dozens,1.0,0.005,1.0,0.003
disturbing,1.0,0.005,0.0,0.0
disgraced,1.0,0.005,1.0,0.005
demonstrating,1.0,0.005,0.0,0.0
crisis,1.0,0.005,1.0,0.002
criminal,1.0,0.005,1.0,0.005
conversations,1.0,0.005,1.0,0.002
centre,1.0,0.005,0.0,0.0
cbs,1.0,0.005,1.0,0.004
capitol,1.0,0.005,1.0,0.006
broader,1.0,0.005,1.0,0.002
bonobos,1.0,0.005,0.0,0.0
agresión,1.0,0.005,0.0,0.0
addressing,1.0,0.005,0.0,0.0
youth,1.0,0.004,0.0,0.0
world's,1.0,0.004,1.0,0.001
winfrey,1.0,0.004,1.0,0.003
weaponization,1.0,0.004,0.0,0.0
walmart,1.0,0.004,0.0,0.0
viols,1.0,0.004,0.0,0.0
viewers,1.0,0.004,1.0,0.004
veterans,1.0,0.004,0.0,0.0
university,1.0,0.004,1.0,0.01
ultimately,1.0,0.004,1.0,0.001
transforming,1.0,0.004,0.0,0.0
thurman,1.0,0.004,0.0,0.0
tackle,1.0,0.004,1.0,0.002
students,1.0,0.004,1.0,0.005
sociales,1.0,0.004,0.0,0.0
sector,1.0,0.004,0.0,0.0
sean,1.0,0.004,1.0,0.004
schneiderman,1.0,0.004,1.0,0.006999999999999999
savage,1.0,0.004,0.0,0.0
revived,1.0,0.004,0.0,0.0
revenge,1.0,0.004,0.0,0.0
responding,1.0,0.004,1.0,0.002
redes,1.0,0.004,0.0,0.0
pushes,1.0,0.004,0.0,0.0
proponent,1.0,0.004,0.0,0.0
privilege,1.0,0.004,0.0,0.0
poderoso,1.0,0.004,0.0,0.0
pig,1.0,0.004,0.0,0.0
photo,1.0,0.004,1.0,0.006
persona,1.0,0.004,0.0,0.0
persona,1.0,0.002,0.0,0.0
penn,1.0,0.004,1.0,0.008
ousted,1.0,0.004,0.0,0.0
nations,1.0,0.004,0.0,0.0
mormon,1.0,0.004,0.0,0.0
momentum,1.0,0.004,1.0,0.01
minister,1.0,0.004,1.0,0.003
meyers,1.0,0.004,0.0,0.0
messages,1.0,0.004,0.0,0.0
mcdonald's,1.0,0.004,0.0,0.0
man's,1.0,0.004,1.0,0.003
linked,1.0,0.004,0.0,0.0
kit,1.0,0.004,0.0,0.0
kimmel,1.0,0.004,1.0,0.005
kesha,1.0,0.004,0.0,0.0
journalism,1.0,0.004,1.0,0.003
jost,1.0,0.004,0.0,0.0
japanese,1.0,0.004,0.0,0.0
japan,1.0,0.004,0.0,0.0
involvement,1.0,0.004,0.0,0.0
invite,1.0,0.004,0.0,0.0
hombres,1.0,0.004,0.0,0.0
historias,1.0,0.004,0.0,0.0
historically,1.0,0.004,0.0,0.0
highlighted,1.0,0.004,0.0,0.0
high-powered,1.0,0.004,0.0,0.0
headline,1.0,0.004,0.0,0.0
grapples,1.0,0.004,0.0,0.0
getty,1.0,0.004,1.0,0.002
frank,1.0,0.004,0.0,0.0
foster,1.0,0.004,1.0,0.002
femmes,1.0,0.004,0.0,0.0
feminism,1.0,0.004,1.0,0.008
featuring,1.0,0.004,1.0,0.004
false,1.0,0.004,0.0,0.0
exploded,1.0,0.004,1.0,0.003
equality,1.0,0.004,1.0,0.004
employers,1.0,0.004,0.0,0.0
embraced,1.0,0.004,0.0,0.0
elton,1.0,0.004,0.0,0.0
elizabeth,1.0,0.004,0.0,0.0
dominating,1.0,0.004,0.0,0.0
dna,1.0,0.004,0.0,0.0
diversity,1.0,0.004,0.0,0.0
discussing,1.0,0.004,0.0,0.0
discrimination,1.0,0.004,1.0,0.002
criticizes,1.0,0.004,0.0,0.0
creator,1.0,0.004,0.0,0.0
conway,1.0,0.004,0.0,0.0
cnn,1.0,0.004,1.0,0.002
cine,1.0,0.004,0.0,0.0
che,1.0,0.004,0.0,0.0
challenging,1.0,0.004,1.0,0.003
casting,1.0,0.004,1.0,0.002
casos,1.0,0.004,0.0,0.0
canada,1.0,0.004,0.0,0.0
bush,1.0,0.004,1.0,0.004
brigitte,1.0,0.004,0.0,0.0
breakers,1.0,0.004,1.0,0.006
bourdain's,1.0,0.004,0.0,0.0
bennett's,1.0,0.004,0.0,0.0
bader,1.0,0.004,0.0,0.0
año,1.0,0.004,0.0,0.0
attorneys,1.0,0.004,0.0,0.0
arguing,1.0,0.004,0.0,0.0
andrew,1.0,0.004,0.0,0.0
activism,1.0,0.004,0.0,0.0
woodson,1.0,0.003,0.0,0.0
williams,1.0,0.003,0.0,0.0
williams,1.0,0.002,0.0,0.0
wields,1.0,0.003,0.0,0.0
weighed,1.0,0.003,0.0,0.0
vulnerable,1.0,0.003,0.0,0.0
violent,1.0,0.003,0.0,0.0
violación,1.0,0.003,0.0,0.0
vie,1.0,0.003,0.0,0.0
utah,1.0,0.003,0.0,0.0
upcoming,1.0,0.003,1.0,0.001
uma,1.0,0.003,0.0,0.0
triggered,1.0,0.003,1.0,0.003
trending,1.0,0.003,1.0,0.003
toppled,1.0,0.003,1.0,0.006
today's,1.0,0.003,1.0,0.002
tide,1.0,0.003,0.0,0.0
thriller,1.0,0.003,1.0,0.002
terry,1.0,0.003,1.0,0.004
tens,1.0,0.003,0.0,0.0
taint,1.0,0.003,0.0,0.0
systemic,1.0,0.003,0.0,0.0
swimsuit,1.0,0.003,1.0,0.004
sweeping,1.0,0.003,1.0,0.004
surviving,1.0,0.003,0.0,0.0
sucederá,1.0,0.003,0.0,0.0
strippers,1.0,0.003,0.0,0.0
steve,1.0,0.003,0.0,0.0
sports,1.0,0.003,1.0,0.002
speaks,1.0,0.003,0.0,0.0
spacey,1.0,0.003,1.0,0.003
souza,1.0,0.003,0.0,0.0
sorvino,1.0,0.003,0.0,0.0
sorts,1.0,0.003,0.0,0.0
someone's,1.0,0.003,0.0,0.0
singer,1.0,0.003,1.0,0.006
simmons,1.0,0.003,0.0,0.0
seth,1.0,0.003,0.0,0.0
serial,1.0,0.003,1.0,0.003
seduced,1.0,0.003,0.0,0.0
season's,1.0,0.003,0.0,0.0
roses,1.0,0.003,0.0,0.0
roman,1.0,0.003,1.0,0.002
risked,1.0,0.003,0.0,0.0
right's,1.0,0.003,0.0,0.0
ridiculous,1.0,0.003,0.0,0.0
rhetoric,1.0,0.003,0.0,0.0
rethink,1.0,0.003,0.0,0.0
representation,1.0,0.003,0.0,0.0
repercussions,1.0,0.003,0.0,0.0
reminder,1.0,0.003,0.0,0.0
relatara,1.0,0.003,0.0,0.0
referring,1.0,0.003,0.0,0.0
recy,1.0,0.003,0.0,0.0
recap,1.0,0.003,0.0,0.0
realities,1.0,0.003,0.0,0.0
raises,1.0,0.003,0.0,0.0
pussies,1.0,0.003,0.0,0.0
prompted,1.0,0.003,1.0,0.003
profile,1.0,0.003,1.0,0.003
professor,1.0,0.003,1.0,0.002
presidential,1.0,0.003,0.0,0.0
presentador,1.0,0.003,0.0,0.0
predatory,1.0,0.003,1.0,0.002
post-weinstein,1.0,0.003,0.0,0.0
poll,1.0,0.003,0.0,0.0
polarization,1.0,0.003,0.0,0.0
podrá,1.0,0.003,0.0,0.0
platforms,1.0,0.003,0.0,0.0
pipeline,1.0,0.003,0.0,0.0
philadelphia,1.0,0.003,1.0,0.004
perpetrators,1.0,0.003,0.0,0.0
pastor,1.0,0.003,0.0,0.0
pasado,1.0,0.003,0.0,0.0
parce,1.0,0.003,0.0,0.0
overdue,1.0,0.003,0.0,0.0
outrage,1.0,0.003,1.0,0.002
objections,1.0,0.003,0.0,0.0
ncose,1.0,0.003,0.0,0.0
mueller,1.0,0.003,0.0,0.0
monica,1.0,0.003,1.0,0.002
models,1.0,0.003,1.0,0.003
moc,1.0,0.003,0.0,0.0
mis,1.0,0.003,0.0,0.0
mira,1.0,0.003,0.0,0.0
ministry,1.0,0.003,0.0,0.0
miller,1.0,0.003,1.0,0.002
midterm,1.0,0.003,1.0,0.003
menos,1.0,0.003,0.0,0.0
memoir,1.0,0.003,0.0,0.0
mandated,1.0,0.003,0.0,0.0
localized,1.0,0.003,0.0,0.0
lifetime,1.0,0.003,0.0,0.0
lexington,1.0,0.003,0.0,0.0
lee,1.0,0.003,0.0,0.0
launches,1.0,0.003,0.0,0.0
kim,1.0,0.003,1.0,0.003
kick,1.0,0.003,0.0,0.0
karla,1.0,0.003,0.0,0.0
jury,1.0,0.003,1.0,0.012
judge,1.0,0.003,1.0,0.005
judd,1.0,0.003,1.0,0.003
jones,1.0,0.003,0.0,0.0
joining,1.0,0.003,1.0,0.002
joe,1.0,0.003,0.0,0.0
investigative,1.0,0.003,0.0,0.0
internet,1.0,0.003,0.0,0.0
interns,1.0,0.003,0.0,0.0
inicio,1.0,0.003,0.0,0.0
infuriated,1.0,0.003,0.0,0.0
incidents,1.0,0.003,1.0,0.002
implicitly,1.0,0.003,0.0,0.0
immigration,1.0,0.003,0.0,0.0
illustrated,1.0,0.003,0.0,0.0
ignite,1.0,0.003,0.0,0.0
hires,1.0,0.003,0.0,0.0
herald,1.0,0.003,1.0,0.005
grab,1.0,0.003,1.0,0.002
fury,1.0,0.003,1.0,0.002
frustratingly,1.0,0.003,0.0,0.0
fraternities,1.0,0.003,0.0,0.0
feu,1.0,0.003,0.0,0.0
farrow,1.0,0.003,1.0,0.006999999999999999
fake,1.0,0.003,0.0,0.0
explosive,1.0,0.003,1.0,0.004
exploitative,1.0,0.003,0.0,0.0
executives,1.0,0.003,1.0,0.006
everyday,1.0,0.003,0.0,0.0
eric,1.0,0.003,1.0,0.003
eradicate,1.0,0.003,0.0,0.0
epidemic,1.0,0.003,0.0,0.0
elevar,1.0,0.003,0.0,0.0
discurso,1.0,0.003,0.0,0.0
días,1.0,0.003,0.0,0.0
crimes,1.0,0.003,1.0,0.006
crews,1.0,0.003,0.0,0.0
credited,1.0,0.003,0.0,0.0
cree,1.0,0.003,0.0,0.0
corrective,1.0,0.003,0.0,0.0
convicted,1.0,0.003,1.0,0.002
contenders,1.0,0.003,0.0,0.0
consultant,1.0,0.003,0.0,0.0
consent,1.0,0.003,1.0,0.003
congress,1.0,0.003,1.0,0.005
conflate,1.0,0.003,0.0,0.0
commitment,1.0,0.003,1.0,0.002
commission,1.0,0.003,0.0,0.0
comme,1.0,0.003,0.0,0.0
comebacks,1.0,0.003,0.0,0.0
colin,1.0,0.003,0.0,0.0
ciesemier,1.0,0.003,0.0,0.0
chorus,1.0,0.003,0.0,0.0
china,1.0,0.003,1.0,0.002
channel,1.0,0.003,0.0,0.0
championed,1.0,0.003,1.0,0.003
catherine,1.0,0.003,1.0,0.004
castillo,1.0,0.003,0.0,0.0
cambiando,1.0,0.003,0.0,0.0
c'était,1.0,0.003,0.0,0.0
butch,1.0,0.003,0.0,0.0
brand,1.0,0.003,0.0,0.0
bon,1.0,0.003,0.0,0.0
blasey,1.0,0.003,1.0,0.004
blah,1.0,0.003,0.0,0.0
bannon,1.0,0.003,0.0,0.0
ballot,1.0,0.003,0.0,0.0
aussi,1.0,0.003,0.0,0.0
assédio,1.0,0.003,0.0,0.0
apoyo,1.0,0.003,0.0,0.0
apologized,1.0,0.003,0.0,0.0
anymore,1.0,0.003,0.0,0.0
anita,1.0,0.003,0.0,0.0
amplified,1.0,0.003,0.0,0.0
alors,1.0,0.003,0.0,0.0
alabama,1.0,0.003,0.0,0.0
aims,1.0,0.003,1.0,0.002
ailes,1.0,0.003,0.0,0.0
advances,1.0,0.003,1.0,0.006
actors,1.0,0.003,1.0,0.006
acknowledged,1.0,0.003,1.0,0.005
academia,1.0,0.003,1.0,0.002
academy,1.0,0.003,1.0,0.004
ça,1.0,0.002,0.0,0.0
writer,1.0,0.002,1.0,0.004
woody,1.0,0.002,1.0,0.006
woody,1.0,0.001,1.0,0.006
witch,1.0,0.002,1.0,0.005
wipes,1.0,0.002,0.0,0.0
winner,1.0,0.002,1.0,0.006
well-being,1.0,0.002,0.0,0.0
website,1.0,0.002,1.0,0.001
wallace's,1.0,0.002,0.0,0.0
waffles,1.0,0.002,0.0,0.0
vue,1.0,0.002,0.0,0.0
vox,1.0,0.002,1.0,0.002
vested,1.0,0.002,0.0,0.0
vanderpump,1.0,0.002,1.0,0.001
unsettling,1.0,0.002,1.0,0.002
unpack,1.0,0.002,0.0,0.0
unión,1.0,0.002,0.0,0.0
unifying,1.0,0.002,0.0,0.0
undo,1.0,0.002,0.0,0.0
underwood,1.0,0.002,0.0,0.0
undermine,1.0,0.002,0.0,0.0
uncomfortable,1.0,0.002,0.0,0.0
tweeden,1.0,0.002,1.0,0.001
trolls,1.0,0.002,0.0,0.0
translation,1.0,0.002,0.0,0.0
transgender,1.0,0.002,0.0,0.0
transcript,1.0,0.002,0.0,0.0
trans,1.0,0.002,0.0,0.0
traister,1.0,0.002,0.0,0.0
traction,1.0,0.002,0.0,0.0
touting,1.0,0.002,0.0,0.0
toulouse,1.0,0.002,0.0,0.0
torch,1.0,0.002,0.0,0.0
tomi,1.0,0.002,0.0,0.0
tolerated,1.0,0.002,1.0,0.004
tipping,1.0,0.002,0.0,0.0
ties,1.0,0.002,1.0,0.009000000000000001
throws,1.0,0.002,0.0,0.0
threats,1.0,0.002,0.0,0.0
texas,1.0,0.002,0.0,0.0
testicle,1.0,0.002,0.0,0.0
tema,1.0,0.002,0.0,0.0
teenager,1.0,0.002,0.0,0.0
teacher,1.0,0.002,1.0,0.002
taxpayer,1.0,0.002,0.0,0.0
taxes,1.0,0.002,0.0,0.0
targeted,1.0,0.002,1.0,0.004
tarde,1.0,0.002,0.0,0.0
tarantino,1.0,0.002,0.0,0.0
tamblyn,1.0,0.002,0.0,0.0
talks,1.0,0.002,0.0,0.0
takedowns,1.0,0.002,0.0,0.0
surfacing,1.0,0.002,0.0,0.0
supremacist,1.0,0.002,0.0,0.0
sullivan,1.0,0.002,0.0,0.0
stunned,1.0,0.002,0.0,0.0
storylines,1.0,0.002,0.0,0.0
stewart's,1.0,0.002,0.0,0.0
stephens,1.0,0.002,0.0,0.0
statues,1.0,0.002,0.0,0.0
stance,1.0,0.002,1.0,0.003
stalked,1.0,0.002,0.0,0.0
staffers,1.0,0.002,1.0,0.011000000000000001
sprinkles,1.0,0.002,0.0,0.0
spin,1.0,0.002,1.0,0.002
speeding,1.0,0.002,0.0,0.0
speculation,1.0,0.002,0.0,0.0
soderbergh,1.0,0.002,1.0,0.002
societal,1.0,0.002,0.0,0.0
social-media,1.0,0.002,0.0,0.0
snowflake,1.0,0.002,0.0,0.0
slew,1.0,0.002,0.0,0.0
sir,1.0,0.002,1.0,0.002
silly,1.0,0.002,1.0,0.002
sidelined,1.0,0.002,1.0,0.002
sic,1.0,0.002,0.0,0.0
shone,1.0,0.002,0.0,0.0
shifts,1.0,0.002,0.0,0.0
shatter,1.0,0.002,0.0,0.0
shamed,1.0,0.002,0.0,0.0
sexuais,1.0,0.002,0.0,0.0
sexist,1.0,0.002,1.0,0.005
serie,1.0,0.002,0.0,0.0
sends,1.0,0.002,0.0,0.0
seemingly,1.0,0.002,0.0,0.0
seacrest,1.0,0.002,1.0,0.003
sam,1.0,0.002,0.0,0.0
saga,1.0,0.002,0.0,0.0
réseaux,1.0,0.002,0.0,0.0
russian,1.0,0.002,1.0,0.003
russia,1.0,0.002,1.0,0.002
rumores,1.0,0.002,0.0,0.0
rubs,1.0,0.002,0.0,0.0
roseanne,1.0,0.002,1.0,0.004
ronan,1.0,0.002,1.0,0.003
rod,1.0,0.002,0.0,0.0
robert,1.0,0.002,1.0,0.002
riveted,1.0,0.002,0.0,0.0
right-wing,1.0,0.002,0.0,0.0
revisited,1.0,0.002,0.0,0.0
reverberated,1.0,0.002,0.0,0.0
retweeting,1.0,0.002,0.0,0.0
resurfaces,1.0,0.002,0.0,0.0
releases,1.0,0.002,0.0,0.0
reguera,1.0,0.002,0.0,0.0
referenced,1.0,0.002,1.0,0.002
recognizing,1.0,0.002,0.0,0.0
recipients,1.0,0.002,0.0,0.0
realizó,1.0,0.002,0.0,0.0
rassemblement,1.0,0.002,0.0,0.0
rampant,1.0,0.002,0.0,0.0
rage,1.0,0.002,0.0,0.0
rae,1.0,0.002,0.0,0.0
quentin,1.0,0.002,0.0,0.0
quartz,1.0,0.002,0.0,0.0
puritanical,1.0,0.002,0.0,0.0
puerto,1.0,0.002,0.0,0.0
provocó,1.0,0.002,0.0,0.0
propelled,1.0,0.002,0.0,0.0
promoted,1.0,0.002,0.0,0.0
progressive,1.0,0.002,1.0,0.006
prevalence,1.0,0.002,1.0,0.002
presume,1.0,0.002,0.0,0.0
presidency,1.0,0.002,0.0,0.0
premiere,1.0,0.002,0.0,0.0
premios,1.0,0.002,0.0,0.0
preferences,1.0,0.002,0.0,0.0
predominó,1.0,0.002,0.0,0.0
pre,1.0,0.002,0.0,0.0
pounced,1.0,0.002,0.0,0.0
potency,1.0,0.002,0.0,0.0
post-harvey,1.0,0.002,0.0,0.0
posting,1.0,0.002,0.0,0.0
porter,1.0,0.002,0.0,0.0
popularized,1.0,0.002,0.0,0.0
pop,1.0,0.002,0.0,0.0
poder,1.0,0.002,0.0,0.0
pledged,1.0,0.002,0.0,0.0
pivotal,1.0,0.002,0.0,0.0
peut-être,1.0,0.002,0.0,0.0
perry's,1.0,0.002,0.0,0.0
perceived,1.0,0.002,0.0,0.0
people's,1.0,0.002,0.0,0.0
pen,1.0,0.002,0.0,0.0
patterson,1.0,0.002,0.0,0.0
partners,1.0,0.002,0.0,0.0
paris,1.0,0.002,0.0,0.0
overhaul,1.0,0.002,0.0,0.0
oval,1.0,0.002,0.0,0.0
opining,1.0,0.002,0.0,0.0
octubre,1.0,0.002,0.0,0.0
obligated,1.0,0.002,0.0,0.0
now-deleted,1.0,0.002,0.0,0.0
nonprofit,1.0,0.002,0.0,0.0
nods,1.0,0.002,0.0,0.0
nobel,1.0,0.002,0.0,0.0
night's,1.0,0.002,0.0,0.0
newsweek,1.0,0.002,0.0,0.0
neutrality,1.0,0.002,0.0,0.0
network's,1.0,0.002,0.0,0.0
negro,1.0,0.002,0.0,0.0
nbc's,1.0,0.002,0.0,0.0
native,1.0,0.002,0.0,0.0
nationwide,1.0,0.002,0.0,0.0
national-level,1.0,0.002,0.0,0.0
narratives,1.0,0.002,1.0,0.006999999999999999
muslims,1.0,0.002,0.0,0.0
movement's,1.0,0.002,1.0,0.002
mostró,1.0,0.002,0.0,0.0
morgan,1.0,0.002,0.0,0.0
mores,1.0,0.002,0.0,0.0
morally,1.0,0.002,0.0,0.0
moore,1.0,0.002,1.0,0.003
moonves,1.0,0.002,0.0,0.0
monster,1.0,0.002,1.0,0.002
monologue,1.0,0.002,0.0,0.0
molesting,1.0,0.002,0.0,0.0
misunderstanding,1.0,0.002,0.0,0.0
misogynist,1.0,0.002,0.0,0.0
milliers,1.0,0.002,0.0,0.0
mic,1.0,0.002,0.0,0.0
mia,1.0,0.002,0.0,0.0
mentions,1.0,0.002,0.0,0.0
mensaje,1.0,0.002,0.0,0.0
memories,1.0,0.002,0.0,0.0
melania,1.0,0.002,0.0,0.0
mejores,1.0,0.002,0.0,0.0
megan,1.0,0.002,1.0,0.002
mega-producer,1.0,0.002,0.0,0.0
mcconnell,1.0,0.002,0.0,0.0
mayor,1.0,0.002,1.0,0.002
masters,1.0,0.002,0.0,0.0
massachusetts,1.0,0.002,1.0,0.002
masks,1.0,0.002,0.0,0.0
masculinity,1.0,0.002,0.0,0.0
mamma,1.0,0.002,0.0,0.0
mainstream,1.0,0.002,0.0,0.0
magazine's,1.0,0.002,1.0,0.005
louis,1.0,0.002,1.0,0.002
longtemps,1.0,0.002,0.0,0.0
lisa,1.0,0.002,0.0,0.0
lgbt,1.0,0.002,0.0,0.0
leveled,1.0,0.002,0.0,0.0
les,1.0,0.002,0.0,0.0
legally,1.0,0.002,0.0,0.0
leeann,1.0,0.002,0.0,0.0
leaky,1.0,0.002,0.0,0.0
leaks,1.0,0.002,0.0,0.0
lds,1.0,0.002,0.0,0.0
latinas,1.0,0.002,0.0,0.0
lasting,1.0,0.002,0.0,0.0
kissed,1.0,0.002,0.0,0.0
kevin,1.0,0.002,1.0,0.002
